Top 5 Campaigns by Click-Through Rate (CTR)
campaign_id,campaign_name,impressions,clicks,ctr_percentage
122,Campaign_122,332,24,7.23
552,Campaign_552,796,56,7.04
306,Campaign_306,601,41,6.82
907,Campaign_907,1126,74,6.57
797,Campaign_797,688,44,6.40


Advertisers with Highest Spend in the Last 30 Days
advertiser_id,advertiser_name,total_spent
786,Campaign_786,47.55,2261.15
787,Campaign_787,47.09,2269.79
788,Campaign_788,47.82,2262.66
789,Campaign_789,46.36,2269.19
790,Campaign_790,47.52,2275.96
791,Campaign_791,43.99,2261.78
792,Campaign_792,45.62,2256.28
793,Campaign_793,49.59,2276.16
794,Campaign_794,45.13,2275.99
795,Campaign_795,43.37,2296.02
796,Campaign_796,52.28,2269.03
797,Campaign_797,33.16,2120.92
798,Campaign_798,40.60,2283.45
800,Campaign_800,45.04,2252.40
803,Campaign_803,42.57,2275.07
804,Campaign_804,50.86,2277.26
805,Campaign_805,46.65,2257.57
806,Campaign_806,42.19,2273.52
807,Campaign_807,45.13,2299.32
808,Campaign_808,43.28,2286.10
809,Campaign_809,44.15,2257.24
810,Campaign_810,49.12,2257.58
811,Campaign_811,46.92,2273.72
812,Campaign_812,46.15,2257.69
813,Campaign_813,48.87,2278.45
814,Campaign_814,44.68,2279.72
816,Campaign_816,42.95,2281.88
819,Campaign_819,45.68,2280.38
820,Campaign_820,46.62,2291.99
821,Campaign_821,49.33,2286.94
822,Campaign_822,44.93,2252.73
823,Campaign_823,42.72,2282.99
824,Campaign_824,47.50,2267.27
825,Campaign_825,45.59,2294.00
826,Campaign_826,45.62,2272.81
827,Campaign_827,48.41,2302.54
829,Campaign_829,42.84,2284.78
830,Campaign_830,45.36,2252.50
831,Campaign_831,41.93,2255.90
832,Campaign_832,51.41,2217.70
833,Campaign_833,47.64,2264.42
834,Campaign_834,48.42,2247.14
835,Campaign_835,49.78,2255.52
836,Campaign_836,46.97,2269.34
837,Campaign_837,48.36,2271.69
838,Campaign_838,44.61,2256.80
839,Campaign_839,48.92,2247.84
840,Campaign_840,38.15,2224.17
841,Campaign_841,45.62,2265.86
842,Campaign_842,46.35,2253.31
843,Campaign_843,46.34,2251.35
844,Campaign_844,45.14,2295.27
845,Campaign_845,45.74,2281.62
846,Campaign_846,42.47,2271.31
847,Campaign_847,46.02,2282.56
848,Campaign_848,42.78,2253.59
849,Campaign_849,41.33,2308.44
850,Campaign_850,43.95,2247.17
851,Campaign_851,43.12,2266.49
852,Campaign_852,45.71,2250.10
853,Campaign_853,42.90,2228.03
855,Campaign_855,45.33,2284.62
857,Campaign_857,49.18,2274.18
858,Campaign_858,46.00,2277.13
859,Campaign_859,47.23,2253.09
860,Campaign_860,49.24,2257.11
861,Campaign_861,44.21,2267.53
862,Campaign_862,47.31,2260.28
863,Campaign_863,46.30,2261.46
864,Campaign_864,44.70,2281.24
865,Campaign_865,45.09,2284.93
867,Campaign_867,48.42,2259.30
869,Campaign_869,43.71,2258.10
870,Campaign_870,41.31,2245.87
871,Campaign_871,41.89,2252.45
873,Campaign_873,47.67,2267.33
874,Campaign_874,46.19,2304.40
875,Campaign_875,39.99,2262.45
876,Campaign_876,41.97,2250.15
878,Campaign_878,43.35,2265.98
880,Campaign_880,46.95,2250.59
881,Campaign_881,44.38,2251.46
882,Campaign_882,50.80,2275.46
883,Campaign_883,45.60,2264.01
884,Campaign_884,40.63,2259.89
885,Campaign_885,45.94,2270.09
886,Campaign_886,44.19,2261.37
887,Campaign_887,44.65,2276.62
888,Campaign_888,46.75,2260.02
889,Campaign_889,48.86,2252.94
890,Campaign_890,43.89,2270.87
891,Campaign_891,46.89,2266.89
893,Campaign_893,42.45,2265.82
894,Campaign_894,44.64,2289.49
895,Campaign_895,45.33,2265.25
896,Campaign_896,51.03,2262.98
897,Campaign_897,44.34,2290.91
898,Campaign_898,46.49,2281.12
899,Campaign_899,39.45,2265.67
900,Campaign_900,47.92,2270.81
901,Campaign_901,39.80,2270.14
902,Campaign_902,41.28,2285.50
903,Campaign_903,44.06,2282.16
904,Campaign_904,47.05,2276.09
905,Campaign_905,44.98,2271.50
906,Campaign_906,46.54,2258.05
907,Campaign_907,34.82,2288.04
909,Campaign_909,51.64,2274.88
910,Campaign_910,42.69,2258.57
911,Campaign_911,43.32,2257.01
912,Campaign_912,38.94,2250.57
913,Campaign_913,48.62,2243.78
914,Campaign_914,45.33,2273.73
915,Campaign_915,42.29,2286.50
916,Campaign_916,43.81,2252.65
917,Campaign_917,41.62,2248.66
918,Campaign_918,47.75,2287.09
919,Campaign_919,49.97,2268.14
920,Campaign_920,46.67,2274.92
921,Campaign_921,42.41,2282.47
922,Campaign_922,50.90,2302.69
923,Campaign_923,50.81,2260.49
924,Campaign_924,45.67,2271.96
926,Campaign_926,45.58,2251.48
927,Campaign_927,45.95,2285.34
929,Campaign_929,45.22,2293.01
930,Campaign_930,49.64,2277.05
931,Campaign_931,44.92,2287.25
932,Campaign_932,43.75,2276.58
933,Campaign_933,40.53,2285.35
934,Campaign_934,46.08,2263.14
935,Campaign_935,45.49,2265.44
936,Campaign_936,45.22,2261.29
937,Campaign_937,47.19,2275.71
939,Campaign_939,44.62,2264.48
941,Campaign_941,45.25,2274.80
943,Campaign_943,48.03,2271.49
944,Campaign_944,44.90,2262.95
945,Campaign_945,43.89,2281.98
946,Campaign_946,42.40,2262.09
947,Campaign_947,47.36,2275.76
948,Campaign_948,48.21,2290.03
953,Campaign_953,45.98,2265.22
954,Campaign_954,41.35,2265.30
955,Campaign_955,42.61,2258.66
956,Campaign_956,40.46,2269.02
957,Campaign_957,44.31,2281.49
959,Campaign_959,45.02,2266.92
961,Campaign_961,45.49,2247.02
962,Campaign_962,46.28,2265.75
963,Campaign_963,45.50,2256.61
964,Campaign_964,49.53,2287.94
965,Campaign_965,47.45,2269.65
966,Campaign_966,45.67,2292.74
967,Campaign_967,42.03,2278.16
968,Campaign_968,45.53,2301.75
969,Campaign_969,42.32,2263.82
971,Campaign_971,43.36,2248.17
973,Campaign_973,44.91,2258.27
974,Campaign_974,44.07,2250.28
977,Campaign_977,44.66,2261.81
978,Campaign_978,43.44,2264.58
980,Campaign_980,56.35,2269.20
981,Campaign_981,51.58,2296.38
982,Campaign_982,40.72,2276.04
983,Campaign_983,43.53,2262.36
984,Campaign_984,40.41,2270.89
985,Campaign_985,41.79,2247.86
986,Campaign_986,44.75,2275.71
988,Campaign_988,47.22,2277.72
989,Campaign_989,44.04,2245.94
990,Campaign_990,47.28,2263.30
991,Campaign_991,48.35,2269.32
992,Campaign_992,43.72,2277.52
993,Campaign_993,44.97,2253.96
994,Campaign_994,49.07,2274.90
995,Campaign_995,46.46,2260.69
996,Campaign_996,44.43,2260.38
998,Campaign_998,58.26,2312.72
999,Campaign_999,51.56,2248.23
1000,Campaign_1000,43.05,2253.67
1001,Campaign_1001,43.16,2244.48
1004,Campaign_1004,47.64,2267.28
1005,Campaign_1005,43.92,2269.36
1006,Campaign_1006,43.97,2257.05
1007,Campaign_1007,41.65,2286.05
1009,Campaign_1009,49.56,2290.82
1010,Campaign_1010,44.42,2274.91
1011,Campaign_1011,49.66,2275.18
1012,Campaign_1012,45.26,2257.08
1013,Campaign_1013,53.19,2259.86


Top Locations by Total Ad Revenue from Clicks
user_location,total_revenue
Germany,229897.05
India,229567.81
USA,229261.06
Australia,228995.22
UK,227895.36


Top 10 Most Engaged Users by Clicks
user_id,total_clicks
531792,6
528991,5
252095,5
52152,5
24620,5
371342,5
416579,5
652388,5
628310,5
611056,5


Campaigns with > 80% Budget Spent
campaign_id,campaign_name,budget,remaining_budget,percent_spent


CTR Comparison Across Devices
device,impressions,clicks,ctr_percentage
Mobile,1451356,72962,5.03
Desktop,1454340,72911,5.01
Tablet,1452511,72306,4.98


